Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,VicSat,GerDis,TriLobed,ClaPer,Bare,Step,GalPar,Medicago,FuzzyGreen,CerGlo,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,TriBlue,Acmispon,NavPub,Hypericum,CroSet,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,2,1,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,NavPub,Hypericum,CroSet,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,2,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,NavPub,Hypericum,CroSet,TriBlue,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,2,1,1,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,4,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,NavPub,ClaPur,CroSet,LagMaj,UnkPink,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,1,2,1,1,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,5,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,Madea-Esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,Madea-Esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,1,1,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,1,1,1,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,1,1,1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,Mad-Esque,CroSet,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,Mad-esque,CroSet,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,2,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,UnkPink,Mad-Esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,3,2,1,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Madea-esque,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,1,1,1,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-Esque,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-Esque,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,1,1,1,5,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-Esque,ClaPur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,1,1,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-esque,NavPub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
