,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
727,SFREC,2,2,7,7,3,,,,3,,,,,,,,,3,,,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,3,,,,3,,,,1,1,,,,,,,,,3,,3,,,,
743,SFREC,2,2,7,7,5,,,,3,,,,,,,,,,,2,,2,,,,,,2,,,,,2,,,,3,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,3,,,,5,,,,1,,,,,,,,,,2,,1,1,,,
759,SFREC,2,2,7,7,7,,,,3,1,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,2,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,1,,,,6,,,,,,,,,,,,,,2,,3,,,,
712,SFREC,2,2,8,8,1,,,,3,,,,,,,,,3,,3,,3,,,,,,1,,,,,,,,,3,,,,,,,,2,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,2,,,,3,,,,,1,,,,,,,,,2,,,,,,
728,SFREC,2,2,8,8,3,,,,2,,,,,,,,,3,,,2,3,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,,,,4,,,,,,,,,,,,,,3,,,,,,
744,SFREC,2,2,8,8,5,,,,,,,,,,,,,1,,,,3,,,,,,3,,,,,,,,,2,,,,,,,,2,,,2,,2,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,5,,,,,,,,,,,,,,1,,,,,,
760,SFREC,2,2,8,8,7,,,,3,,,,,,,,,,,2,3,2,,,,,,4,,,,,2,,,,1,,,,,,,,1,,,2,,,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,,,,,,,,,,,,,,1,,,1,,,
713,SFREC,2,2,9,1,2,,,,3,1,,,,,,,,2,,2,2,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,3,,2,,,,
729,SFREC,2,2,9,1,4,,,,4,1,,,,,,,,2,,,1,4,,,,,,,,,,,1,,,,3,1,,,,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,2,,,,,,,,,,,,,,,,1,,3,,,,,,
745,SFREC,2,2,9,1,6,,,,4,,,,,,,,,2,,3,,1,,,,,,,,,,,1,,,,4,,,,,,,,2,,,,,2,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,2,,,
761,SFREC,2,2,9,1,8,,,,2,2,,,,,,,,1,,,1,5,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,2,,,,,,
769,SFREC,3,1,1,1,1,,,,4,2,,,,,,,,3,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,2,,,,
785,SFREC,3,1,1,1,3,,,,4,2,,,,,,,,4,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,1,,,,
801,SFREC,3,1,1,1,5,,,,3,3,,,,,,,,2,,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,2,,,,,,
817,SFREC,3,1,1,1,7,,,,5,3,,,,,,,,2,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,1,,2,,,,
778,SFREC,3,1,10,2,2,,,,4,1,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,3,,,,,2,,,,,,,,,2,,2,,,,
794,SFREC,3,1,10,2,4,,,,4,2,,,,,,,,2,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,2,,2,,,,
810,SFREC,3,1,10,2,6,,,,4,3,,,,,,,,1,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,
826,SFREC,3,1,10,2,8,,,,3,2,,,,,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,3,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,3,,,,,1,,,,,,,,,2,,1,,,,
779,SFREC,3,1,11,3,2,,,,4,3,,,,,,,,3,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,2,,2,,,,
795,SFREC,3,1,11,3,4,,,,4,2,,,,,,,,1,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,1,,,,,,,,,2,,,,,,
811,SFREC,3,1,11,3,6,,,,3,3,,,,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,2,,,,,,,,,,2,,,,,,
827,SFREC,3,1,11,3,8,,,,3,2,,,,,,,,1,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,1,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,2,,,,,,
780,SFREC,3,1,12,4,2,,,,3,3,,,,,,,,3,,2,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,2,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,2,,3,,,,
796,SFREC,3,1,12,4,4,,,,4,2,,,,2,,,,1,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,2,,,,,,
812,SFREC,3,1,12,4,6,,,,5,3,,,,2,,,,1,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,2,,,,,,
828,SFREC,3,1,12,4,8,,,,4,3,,,,,,,,2,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,3,,,,,,
781,SFREC,3,1,13,5,2,,,,4,3,,,,,,,,2,,3,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,2,,2,,,,
797,SFREC,3,1,13,5,4,,,,4,3,,,,2,,,,1,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,2,,,,,,
813,SFREC,3,1,13,5,6,,,,4,3,,,,,,,,1,,2,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,1,,,,,,,,,,2,,,,,,
829,SFREC,3,1,13,5,8,,,,4,1,,,,,,,,2,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,2,,,,,,
782,SFREC,3,1,14,6,2,,,,4,3,,,,1,,,,1,,3,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,
798,SFREC,3,1,14,6,4,,,,3,2,,,,2,,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,2,,,,,,
814,SFREC,3,1,14,6,6,,,,4,3,,,,,,,,1,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,2,2,,,,,,,,,2,,,,,,
830,SFREC,3,1,14,6,8,,,,5,1,,,,,,5,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,1,,,,2,,,,3,,,,,,,,,,3,,1,,,,
783,SFREC,3,1,15,7,2,,,,4,3,,,,,,,,2,,3,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,1,,,,,,,,,,2,,,,,,
799,SFREC,3,1,15,7,4,,,,3,3,,,,1,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,1,,,,,,,,,2,,,,,,
815,SFREC,3,1,15,7,6,,,,5,3,,,,1,,5,,3,,2,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,3,,,,,,,,,,2,,,,,,
831,SFREC,3,1,15,7,8,,,,4,1,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,,,,,,,,,3,,,,,,
784,SFREC,3,1,16,8,2,,,,3,2,,,,1,,,,2,,3,2,3,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,5,,,,1,,,,,,,,,,2,,,,,,
800,SFREC,3,1,16,8,4,,,,4,3,,,,1,,7,,,,2,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,2,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,,2,,,,,,
816,SFREC,3,1,16,8,6,,,,4,3,,,,,,,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,2,,,,,,
832,SFREC,3,1,16,8,8,,,,3,,,,,,,25,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,2,,,,,,,,,,4,,,,,,
770,SFREC,3,1,2,2,1,,,,4,2,,,,,,,,3,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,,1,,,,,,,,,,,,,,,
786,SFREC,3,1,2,2,3,,,,3,1,,,,,,,,4,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,2,,1,,,,
802,SFREC,3,1,2,2,5,,,,4,2,,,,,,,,2,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,
818,SFREC,3,1,2,2,7,,,,4,3,,,,,,,,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,
771,SFREC,3,1,3,3,1,,,,4,2,,,,,,,,3,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,2,,,,,,,,,1,,,,,,
787,SFREC,3,1,3,3,3,,,,4,3,,,,,,,,2,,3,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,3,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,
803,SFREC,3,1,3,3,5,,,,4,2,,,,,,,,2,,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,3,,,,,,
819,SFREC,3,1,3,3,7,,,,5,3,,,,1,,,,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,2,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,
772,SFREC,3,1,4,4,1,,,,4,2,,,,,,,,3,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,2,,3,,,,
788,SFREC,3,1,4,4,3,,,,5,3,,,,,,,,2,,3,2,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,3,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,2,,,,
804,SFREC,3,1,4,4,5,,,,5,3,,,,2,,,,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,
820,SFREC,3,1,4,4,7,,,,4,3,,,,,,,,2,,2,2,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,2,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,2,,,,,,
773,SFREC,3,1,5,5,1,,,,4,3,,,,,,,,2,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,1,,,,
789,SFREC,3,1,5,5,3,,,,5,2,,,,2,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,
805,SFREC,3,1,5,5,5,,,,4,3,,,,3,,,,2,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,4,,,,2,,,,,,,,,,3,,,,,,
821,SFREC,3,1,5,5,7,,,,4,2,,,,1,,9,,1,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,9,,,,,,,,,2,,,,3,,,,1,,,,,,,,,,2,,,,,,
774,SFREC,3,1,6,6,1,,,,5,3,,,,,,,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,2,,,,,,
790,SFREC,3,1,6,6,3,,,,4,3,,,,2,,,,2,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,5,,,,,1,,,,,,,,,,,,,,,
806,SFREC,3,1,6,6,5,,,,4,2,,,,2,,,,,,1,1,4,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,3,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,,,,,,,,,2,,,,,,
822,SFREC,3,1,6,6,7,,,,3,1,,,,,,,,1,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,4,,,,2,2,,,,,,,,,2,,,,,,
775,SFREC,3,1,7,7,1,,,,5,3,,,,,,,,2,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,1,,,,,,,,,,2,,,,,,
791,SFREC,3,1,7,7,3,,,,4,2,,,,1,,,,1,,2,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,
807,SFREC,3,1,7,7,5,,,,4,3,,,,2,,,,1,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,2,1,,,,,,,,,2,,,,,,
823,SFREC,3,1,7,7,7,,,,1,2,,,,,,10,,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,1,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,
776,SFREC,3,1,8,8,1,,,,4,3,,,,,,,,2,,,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,2,,,,,,
792,SFREC,3,1,8,8,3,,,,4,3,,,,2,,4,,2,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,2,,,,4,,,,,2,,,,,,,,,3,,,,,,
808,SFREC,3,1,8,8,5,,,,3,2,,,,,,,,1,,2,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,2,,,,,,
824,SFREC,3,1,8,8,7,,,,3,2,,,,,,,,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,2,,2,,,,
777,SFREC,3,1,9,1,2,,,,4,2,,,,,,,,3,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,4,,,,,,,,,,,,,,1,,3,,,,
793,SFREC,3,1,9,1,4,,,,5,3,,,,,,,,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,1,,,,,,
809,SFREC,3,1,9,1,6,,,,3,4,,,,,,,,2,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,3,,,,
825,SFREC,3,1,9,1,8,,,,2,3,,,,,,,,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,2,,,,,,
833,SFREC,3,2,1,1,1,,,,3,1,,,,,,,,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,4,,,,
849,SFREC,3,2,1,1,3,,,,4,3,,,,,,,,3,,2,2,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,
865,SFREC,3,2,1,1,5,,,,4,1,,,,3,,,,2,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,1,,,,
881,SFREC,3,2,1,1,7,,,,2,1,,,,2,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,
842,SFREC,3,2,10,2,2,,,,4,2,,,,,,,,2,,,3,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,1,,,,,,,,,,,,,,,
858,SFREC,3,2,10,2,4,,,,5,1,,1,,1,,,,2,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,
874,SFREC,3,2,10,2,6,,,,5,3,,,,2,,,,2,,,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,2,,,,,,
890,SFREC,3,2,10,2,8,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,
843,SFREC,3,2,11,3,2,,,,2,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,2,,,,,,
859,SFREC,3,2,11,3,4,,,,5,1,,,,,,,,3,,2,3,2,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,2,,1,,,,
875,SFREC,3,2,11,3,6,,,,5,2,,,,,,,,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,3,,,,
891,SFREC,3,2,11,3,8,,,,5,1,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,2,,3,,,,
844,SFREC,3,2,12,4,2,,,,4,1,,,,,,,,3,,2,4,2,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,
860,SFREC,3,2,12,4,4,,,,4,2,,,,1,,,,1,,1,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,1,,,,
876,SFREC,3,2,12,4,6,,,,2,,,,,,,,,,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,2,,,,
892,SFREC,3,2,12,4,8,,,,5,1,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,1,,,,,,,,1,,,,,,,,,,2,,2,1,,,
845,SFREC,3,2,13,5,2,,,,3,1,,,,,,,,2,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,
861,SFREC,3,2,13,5,4,,,,3,1,,,,,,,,,,3,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,1,,,
877,SFREC,3,2,13,5,6,,,,3,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,
893,SFREC,3,2,13,5,8,,,,1,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,,2,,,,
846,SFREC,3,2,14,6,2,,,,3,1,,,,,,,,1,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,
