,Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,SiteVisit,Acmispon,AirCar,AmsMen,AnaArv,AveFat,Bare,BriMin,BroDia,BroHor,CarPac,CarPac?,Cerastium,CerGlo,ClaPur,Collinsia Pink Rosette,Corv,CroSet,CynEch,DaucPusil,Delphinium,Delphinium?,DelVar,EroCic,Erodium,FilGal,FuzzyBrush,Galpar,GalPar,GasVen,GerDis,Gilia,Gopher,Hole,HolVir,Hoof,HypGla,LargeBrush,LilUnk,LittleUnk,LolMul,Lotus,LupBic,Lupinus,MadGra,MedPol,MicCal,vPub,Paintbursh,PinkBrush,PlaNot,Plantago,Rock,SilGal,SisBel,SiSbel,TaeCap,TriAlbo,TriBlue,TriCupcake,TriDub,TriDub.1,TriEri,TriEri.1,TriFc,Trifolium,TriFuc,TriFuc.1,TriFucatum,TriGra,TriHir,TriPlate,TrIPlate,TriRef,TriRefLarge,TrIRefLarge,TriWhite,TriWil,TriWil?,TriWildenovii,Unk VicSat?,UnkFlower,UnkVetch,UnkWhorl,VicVel,VulMyu,Whitebrush,WhiteBrush
1156,MCL,3/28/2017,2,1,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
1157,MCL,3/28/2017,2,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1158,MCL,3/28/2017,2,1,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1159,MCL,3/28/2017,2,1,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1160,MCL,3/28/2017,2,1,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1161,MCL,3/28/2017,2,1,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1162,MCL,3/28/2017,2,1,10,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1163,MCL,3/28/2017,2,1,11,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1164,MCL,3/28/2017,2,1,12,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2
1165,MCL,3/28/2017,2,1,13,5,2,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,MCL,3/28/2017,2,1,14,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
1167,MCL,3/28/2017,2,1,15,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2
1168,MCL,3/28/2017,2,1,16,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,4,,,
1169,MCL,3/28/2017,2,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,MCL,3/28/2017,2,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1171,MCL,3/28/2017,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,MCL,3/28/2017,2,1,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,MCL,3/28/2017,2,1,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1174,MCL,3/28/2017,2,1,6,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1175,MCL,3/28/2017,2,1,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1176,MCL,3/28/2017,2,1,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1177,MCL,3/28/2017,2,1,9,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,
1178,MCL,3/28/2017,2,1,10,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1179,MCL,3/28/2017,2,1,11,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,MCL,3/28/2017,2,1,12,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,MCL,3/28/2017,2,1,13,5,4,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,3,,3,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1
1182,MCL,3/28/2017,2,1,14,6,4,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1183,MCL,3/28/2017,2,1,15,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1184,MCL,3/28/2017,2,1,16,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1185,MCL,3/28/2017,2,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1186,MCL,3/28/2017,2,1,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,MCL,3/28/2017,2,1,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,MCL,3/28/2017,2,1,4,4,5,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
1189,MCL,3/28/2017,2,1,5,5,5,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1190,MCL,3/28/2017,2,1,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1191,MCL,3/28/2017,2,1,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1192,MCL,3/28/2017,2,1,8,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,4,,,
1193,MCL,3/28/2017,2,1,9,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1194,MCL,3/28/2017,2,1,10,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,MCL,3/28/2017,2,1,11,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
1196,MCL,3/28/2017,2,1,12,4,6,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1197,MCL,3/28/2017,2,1,13,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1198,MCL,3/28/2017,2,1,14,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1199,MCL,3/28/2017,2,1,15,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1200,MCL,3/28/2017,2,1,16,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1201,MCL,3/28/2017,2,1,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1202,MCL,3/28/2017,2,1,2,2,7,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1203,MCL,3/28/2017,2,1,3,3,7,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,MCL,3/28/2017,2,1,4,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,MCL,3/28/2017,2,1,5,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,MCL,3/28/2017,2,1,6,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1207,MCL,3/28/2017,2,1,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1208,MCL,3/28/2017,2,1,8,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1209,MCL,3/28/2017,2,1,9,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1210,MCL,3/28/2017,2,1,10,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1211,MCL,3/28/2017,2,1,11,3,8,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,MCL,3/28/2017,2,1,12,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,4,,,,,,2,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,MCL,3/28/2017,2,1,13,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,MCL,3/28/2017,2,1,14,6,8,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,MCL,3/28/2017,2,1,15,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,MCL,3/28/2017,2,1,16,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,
641,MCL,4/24/2017,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,MCL,4/24/2017,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
643,MCL,4/24/2017,2,1,3,3,1,2,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
644,MCL,4/24/2017,2,1,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
645,MCL,4/24/2017,2,1,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,MCL,4/24/2017,2,1,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,MCL,4/24/2017,2,1,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,MCL,4/24/2017,2,1,8,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,MCL,4/24/2017,2,1,9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,MCL,4/24/2017,2,1,10,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,MCL,4/24/2017,2,1,11,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,MCL,4/24/2017,2,1,12,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,MCL,4/24/2017,2,1,13,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
654,MCL,4/24/2017,2,1,14,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,MCL,4/24/2017,2,1,15,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
656,MCL,4/24/2017,2,1,16,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
657,MCL,4/24/2017,2,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,MCL,4/24/2017,2,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,MCL,4/24/2017,2,1,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,MCL,4/24/2017,2,1,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,MCL,4/24/2017,2,1,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
662,MCL,4/24/2017,2,1,6,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
663,MCL,4/24/2017,2,1,7,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,MCL,4/24/2017,2,1,8,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,MCL,4/24/2017,2,1,9,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
666,MCL,4/24/2017,2,1,10,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,MCL,4/24/2017,2,1,11,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,MCL,4/24/2017,2,1,12,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,MCL,4/24/2017,2,1,13,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
670,MCL,4/24/2017,2,1,14,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
671,MCL,4/24/2017,2,1,15,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,MCL,4/24/2017,2,1,16,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,MCL,4/24/2017,2,1,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,MCL,4/24/2017,2,1,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,MCL,4/24/2017,2,1,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,MCL,4/24/2017,2,1,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,MCL,4/24/2017,2,1,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,MCL,4/24/2017,2,1,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,MCL,4/24/2017,2,1,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,MCL,4/24/2017,2,1,8,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
681,MCL,4/24/2017,2,1,9,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,MCL,4/24/2017,2,1,10,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,MCL,4/24/2017,2,1,11,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
684,MCL,4/24/2017,2,1,12,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,MCL,4/24/2017,2,1,13,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
686,MCL,4/24/2017,2,1,14,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,MCL,4/24/2017,2,1,15,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,MCL,4/24/2017,2,1,16,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,MCL,4/24/2017,2,1,1,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,MCL,4/24/2017,2,1,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,MCL,4/24/2017,2,1,3,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,MCL,4/24/2017,2,1,4,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,MCL,4/24/2017,2,1,5,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,MCL,4/24/2017,2,1,6,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
